unit,mean,std,n,individual_ratings
"'He loves me?' she wondered, plucking off a daisy coroner.",3.4667,2.3055,15,"[1, 7, 4, 6, 6, 4, 1, 2, 1, 6, 5, 1, 1, 6, 1]"
"'He loves me?' she wondered, plucking off a daisy pedal.",5.7143,2.0504,14,"[3, 7, 7, 7, 7, 7, 7, 2, 3, 7, 7, 7, 2, 7]"
"'He loves me?' she wondered, plucking off a daisy petal.",5.0,2.1909,15,"[5, 6, 2, 1, 6, 7, 4, 3, 5, 7, 1, 7, 7, 7, 7]"
"'He loves me?' she wondered, plucking off a daisy petals.",4.9333,1.7308,15,"[7, 3, 7, 3, 6, 5, 3, 2, 5, 7, 6, 6, 3, 7, 4]"
"'Never stay out past midnight,' was his mother's strict admission.",2.9333,1.8785,15,"[4, 6, 2, 1, 7, 2, 6, 3, 2, 1, 1, 2, 2, 3, 2]"
"'Never stay out past midnight,' was his mother's strict admonition.",5.1429,1.8844,14,"[2, 6, 4, 7, 6, 5, 7, 7, 3, 3, 2, 7, 6, 7]"
"'Never stay out past midnight,' was his mother's strict admonitions.",3.8,1.833,15,"[1, 6, 7, 5, 4, 4, 2, 1, 3, 6, 4, 2, 3, 6, 3]"
"'Never stay out past midnight,' was his mother's strict gazelle.",1.7333,1.2365,15,"[1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 4, 5, 1, 1, 3]"
A detailed description can be found in an attached boundary.,2.0,1.1547,15,"[5, 1, 2, 1, 3, 2, 3, 1, 3, 1, 1, 1, 3, 2, 1]"
A detailed description can be found in an attached doctorate.,2.7333,1.6519,15,"[1, 2, 3, 4, 5, 3, 1, 2, 1, 4, 3, 7, 2, 2, 1]"
A detailed description can be found in an attached document.,6.6,1.0198,15,"[6, 7, 3, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7]"
A detailed description can be found in an attached documents.,4.4286,1.9166,14,"[2, 3, 3, 3, 7, 7, 6, 4, 3, 7, 3, 5, 2, 7]"
