unit,mean,std,n,individual_ratings
A few boys who petted a dog hugged him yesterday at the dog pound.,2.4742,1.1645,97,"[2, 2, 2, 2, 2, 3, 2, 1, 1, 3, 3, 3, 2, 3, 1, 3, 4, 4, 3, 1, 1, 5, 2, 1, 4, 3, 3, 1, 4, 4, 2, 3, 1, 2, 2, 1, 2, 4, 1, 1, 2, 2, 2, 4, 2, 3, 3, 5, 1, 2, 4, 2, 2, 5, 2, 3, 1, 5, 2, 2, 2, 4, 2, 3, 5, 2, 1, 2, 4, 1, 4, 2, 3, 1, 3, 2, 2, 2, 1, 1, 1, 2, 4, 3, 2, 4, 2, 2, 2, 2, 4, 4, 1, 5, 2, 3, 2]"
A few girls who were kissed by a boy at the party brought him to the next movie night.,3.4694,0.9865,98,"[4, 3, 3, 4, 4, 3, 3, 4, 4, 4, 4, 4, 5, 4, 5, 4, 3, 4, 3, 3, 4, 5, 2, 3, 4, 3, 2, 2, 2, 3, 5, 3, 5, 3, 2, 4, 4, 4, 3, 5, 4, 3, 2, 3, 4, 5, 3, 3, 5, 3, 2, 3, 4, 2, 5, 2, 4, 2, 3, 2, 3, 5, 4, 4, 3, 3, 4, 3, 4, 2, 5, 2, 4, 4, 4, 3, 4, 5, 3, 5, 5, 3, 2, 4, 3, 3, 5, 2, 2, 3, 5, 2, 4, 2, 4, 2, 4, 4]"
A few lawyers discussed the case with their boss and made him finalize it the day after.,3.2347,1.0335,98,"[3, 4, 4, 5, 5, 2, 4, 3, 3, 3, 2, 4, 2, 3, 5, 4, 4, 3, 4, 3, 2, 3, 2, 3, 4, 2, 3, 2, 5, 3, 3, 2, 4, 2, 2, 4, 3, 4, 4, 4, 3, 3, 3, 2, 4, 3, 2, 4, 5, 5, 4, 4, 4, 3, 5, 4, 4, 3, 5, 2, 4, 4, 3, 4, 2, 2, 5, 3, 2, 4, 4, 3, 3, 4, 2, 1, 2, 1, 2, 4, 4, 3, 1, 2, 3, 2, 4, 4, 3, 3, 4, 2, 4, 4, 5, 2, 3, 2]"
A few students met with the teacher at a coffeehouse and introduced him to the new dean of the university.,3.7755,1.0003,98,"[4, 3, 4, 2, 5, 4, 4, 5, 1, 3, 3, 4, 3, 4, 5, 5, 4, 4, 3, 3, 5, 4, 5, 5, 5, 3, 4, 3, 5, 5, 4, 3, 5, 3, 2, 4, 2, 3, 5, 4, 4, 2, 5, 4, 5, 4, 2, 2, 5, 2, 2, 3, 3, 4, 5, 3, 5, 2, 5, 4, 5, 2, 4, 4, 4, 5, 4, 4, 4, 4, 4, 5, 5, 4, 4, 3, 3, 4, 4, 5, 4, 4, 4, 3, 4, 4, 5, 5, 3, 3, 4, 4, 4, 2, 4, 3, 4, 2]"
A friend of mine lent me his bicycle and borrowed my ball at the playground.,3.7677,1.1323,99,"[5, 2, 4, 4, 5, 4, 3, 2, 3, 4, 4, 2, 5, 3, 5, 5, 3, 5, 3, 3, 3, 5, 4, 4, 5, 2, 3, 4, 4, 3, 4, 4, 2, 2, 2, 4, 5, 3, 2, 5, 4, 5, 5, 4, 5, 4, 3, 5, 5, 3, 2, 5, 3, 5, 5, 5, 3, 2, 5, 5, 2, 4, 5, 4, 4, 4, 4, 2, 2, 5, 5, 3, 5, 5, 4, 4, 4, 2, 5, 2, 5, 2, 4, 4, 4, 4, 2, 5, 1, 4, 2, 4, 5, 5, 5, 5, 3, 3, 4]"
A girl left the soccer field and came inside when it started to rain.,4.551,0.7881,98,"[5, 4, 5, 5, 5, 4, 4, 5, 3, 4, 5, 4, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 3, 3, 5, 5, 4, 5, 5, 4, 4, 5, 5, 5, 5, 3, 2, 5, 3, 4, 5, 5, 5, 5, 3, 5, 4, 5, 5, 5, 5, 5, 5, 4, 4, 5, 4, 5, 5, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 2, 5, 5, 4, 5, 5, 5, 3, 2, 5, 5, 5, 5, 5, 5, 5]"
Every USB-stick-owner used to keep it in the office.,3.375,1.3601,16,"[4, 5, 5, 5, 3, 2, 1, 5, 4, 1, 3, 3, 3, 4, 2, 4]"
Every babygirl was kissed by her mother on the cheek and cuddled her afterwards.,2.8367,1.2073,98,"[1, 2, 2, 2, 2, 4, 1, 3, 3, 3, 2, 3, 2, 4, 1, 3, 4, 4, 3, 2, 2, 5, 2, 4, 2, 2, 3, 1, 1, 4, 3, 4, 4, 2, 2, 5, 2, 4, 1, 4, 3, 1, 2, 3, 2, 4, 5, 5, 3, 2, 2, 4, 3, 5, 2, 1, 1, 4, 2, 2, 5, 3, 4, 2, 2, 4, 5, 4, 2, 2, 2, 5, 2, 3, 2, 3, 2, 5, 4, 4, 2, 1, 3, 2, 3, 2, 4, 2, 3, 1, 3, 2, 4, 1, 5, 4, 4, 3]"
Every banker who was now bonusless had lost it when the economy was bad.,3.125,1.3601,16,"[2, 2, 2, 4, 5, 4, 3, 2, 4, 5, 3, 1, 3, 1, 4, 5]"
Every banker who was now jobless had lost it when the economy was bad.,3.375,1.1475,16,"[4, 4, 3, 3, 5, 2, 3, 3, 1, 4, 5, 4, 3, 5, 2, 3]"
